,class,sms,cleaned_sms
639,ham,I had askd u a question some hours before. Its answer,askd u question hour answer
640,ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",well imma definit need restock thanksgiv let know
641,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",said kiss kiss sound effect gorgeou man kind person need smile brighten day
642,ham,Probably gonna swing by in a wee bit,probabl gonna swing wee bit
643,ham,Ya very nice. . .be ready on thursday,ya nice readi thursday
644,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,allo brave buse taken train triumph mean b ham jolli good rest week
645,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watch cartoon listen music amp eve go templ amp church u
646,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,mind ask happen dont say uncomfort
647,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,privat 2003 account statement show 800 un redeem point call 08715203694 identifi code 40533 expir 31 10 04
648,ham,No prob. I will send to your email.,prob send email
649,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1 000 cash 2 000 prize claim call09050000327 c rstm sw7 3ss 150ppm
650,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),that cool sometim slow gentl sonetim rough hard
651,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,gonna say sorri would normal start panic time sorri see tuesday
652,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",wait know wesley town bet hella drug
653,ham,Fine i miss you very much.,fine miss much
655,ham,Tell them the drug dealer's getting impatient,tell drug dealer get impati
656,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
658,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",doesnt make sens take unless free need know wikipedia com
659,spam,88800 and 89034 are premium phone services call 08718711108,88800 89034 premium phone servic call 08718711108
660,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelop envelop paper paper 3 word
661,ham,Then mum's repent how?,mum repent
662,ham,Sorry me going home first... Daddy come fetch Ì_ later...,sorri go home first daddi come fetch later
663,ham,Leave it de:-). Start Prepare for next:-)..,leav de start prepar next
664,ham,Yes baby! We can study all the positions of the kama sutra ;),ye babi studi posit kama sutra
665,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nang bakra msg kalstiya tea coffe
666,ham,Carlos'll be here in a minute if you still need to buy,carlo minut still need buy
667,ham,This pay is  &lt;DECIMAL&gt;  lakhs:),pay lt decim gt lakh
668,ham,Have a good evening! Ttyl,good even ttyl
669,ham,Did u receive my msg?,u receiv msg
670,ham,Ho ho - big belly laugh! See ya tomo,ho ho big belli laugh see ya tomo
671,spam,SMS. ac sun0819 posts HELLO:\You seem cool,sm ac sun0819 post hello seem cool
672,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,get ur 1st rington free repli msg tone gr8 top 20 tone phone everi week 1 50 per wk 2 opt send stop 08452810071 16
673,ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto worri say anyth anymor like said last night whatev want peac
674,ham,"I've got  &lt;#&gt; , any way I could pick up?",got lt gt way could pick
675,ham,"I dont knw pa, i just drink milk..",dont knw pa drink milk
676,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,mayb say hi find got card great escap wetherspoon
677,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",piggi r u awak bet u still sleep go 4 lunch
678,ham,Cause I'm not freaky lol,caus freaki lol
679,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,miss call caus yell scrappi miss u wait u come home lone today
680,ham,What is this 'hex' place you talk of? Explain!,hex place talk explain
681,ham,ÌÏ log off 4 wat. It's sdryb8i,log 4 wat sdryb8i
682,ham,Is xy going 4 e lunch?,xy go 4 e lunch
683,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,hi sue 20 year old work lapdanc love sex text live bedroom text sue 89555 textoper g2 1da 150ppmsg 18
684,ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,want ask wait 4 finish lect co lect finish hour anyway
685,ham,Have you finished work yet? :),finish work yet
686,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8
687,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dear cherthala case u r come cochin pl call bfore u start shall also reach accordingli tell day u r come tmorow engag an holiday
688,ham,Thanks love. But am i doing torch or bold.,thank love torch bold
689,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,forward 448712404000 pleas call 08712404000 immedi urgent messag wait
690,ham,Was the farm open?,farm open
691,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",sorri troubl u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx
692,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",sister law hope great month say hey abiola
693,ham,Will purchase d stuff today and mail to you. Do you have a po box number?,purchas stuff today mail po box number
694,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop look like ill prob send laptop get fix cuz gpu problem
695,ham,Good. Good job. I like entrepreneurs,good good job like entrepreneur
696,ham,"Aight, you close by or still down around alex's place?",aight close still around alex place
697,ham,meet you in corporation st outside gap Û_ you can see how my mind is working!,meet corpor st outsid gap see mind work
698,ham,Mum ask Ì_ to buy food home...,mum ask buy food home
699,ham,K..u also dont msg or reply to his msg..,k u also dont msg repli msg
700,ham,How much r Ì_ willing to pay?,much r will pay
702,ham,What is important is that you prevent dehydration by giving her enough fluids,import prevent dehydr give enough fluid
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",that bit weird even suppos happen good idea sure pub
704,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true dear sat pray even felt sm time
705,ham,"I don't think I can get away for a trek that long with family in town, sorry",think get away trek long famili town sorri
706,ham,So when do you wanna gym harri,wanna gym harri
707,ham,Quite late lar... Ard 12 anyway i wun b drivin...,quit late lar ard 12 anyway wun b drivin
708,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review keep fantast nokia n gage game deck club nokia go 2 www cnupdat com newslett unsubscrib alert repli word
709,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt cs
710,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student
711,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
712,spam,08714712388 between 10am-7pm Cost 10p,08714712388 10am 7pm cost 10p
713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save stress person dorm account send account detail money sent
714,ham,He also knows about lunch menu only da. . I know,also know lunch menu da know
715,ham,When i have stuff to sell i.ll tell you,stuff sell tell
716,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,449071512431 urgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari max 7 50
717,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,book lesson msg call work sth go get spec membership px3748
718,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,guarante 1000 cash 2000 prize claim yr prize call custom servic repres 08714712394 10am 7pm
719,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim
720,ham,Oh is it? Send me the address,oh send address
721,ham,S'fine. Anytime. All the best with it.,fine anytim best
722,ham,That is wondar full flim.,wondar full flim
723,ham,Ya even those cookies have jelly on them,ya even cooki jelli
724,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",world run still mayb feel admit mad correct let call life keep run world may u r also run let run
725,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,got look scrumptiou daddi want eat night long
